label,window_start,source,service,src_ip_hash,src_ip_masked,attempts,unique_users,unique_passwords,success_count,mean_interarrival_s,min_interarrival_s,pass_entropy_mean,baseline_alert,if_pred,if_score,events_in_window,login_fail_like,login_success,top_usernames,top_passwords,example_events
,2025-07-30 21:20:00+00:00,cowrie,ssh,43dc9d42c1981724,49.207.2.0/24,1,1,1,0,1635171.6516640186,1635171.6516640186,3.169925001442312,0,1,-0.0420202443044326,0,0,0,,,
,2025-07-18 01:50:00+00:00,cowrie,ssh,99adc38832953cb3,195.178.110.0/24,5,1,5,0,10003.395466184616,1.129883050918579,2.985796864130822,0,0,0.2086130792155625,0,0,0,,,
,2025-07-16 01:50:00+00:00,cowrie,ssh,5443b218ea1e7897,221.4.153.0/24,1,1,1,0,1338145.1686069963,1338145.1686069963,3.321928094887362,0,1,-0.0181756062483929,0,0,0,,,
,2025-07-20 07:10:00+00:00,cowrie,ssh,2665c2c0001eacdd,125.138.104.0/24,3,1,3,0,98.1942663192749,97.25782418251038,2.6672097224626072,0,0,0.272957208888301,0,0,0,,,
,2025-07-15 07:45:00+00:00,cowrie,ssh,b914dbe74f55702d,95.25.179.0/24,90,17,67,0,0.2918275849203045,0.2757389545440674,2.256582459242919,1,1,-0.00410399139169,0,0,0,,,
,2025-07-19 01:05:00+00:00,cowrie,ssh,85d57c68b15548ed,43.153.10.0/24,4,1,4,0,66.43156498670578,65.88673996925354,2.926958315739369,0,0,0.2794261257726613,0,0,0,,,
,2025-07-08 08:10:00+00:00,cowrie,ssh,268160183296db05,101.36.119.0/24,2,1,2,0,263.65541899204254,262.1747679710388,3.133393270347451,0,0,0.2353958874568609,0,0,0,,,
,2025-07-23 04:30:00+00:00,cowrie,ssh,2945f1c2df6b0203,121.130.95.0/24,1,1,1,0,26705.38659501076,26705.38659501076,3.0,0,0,0.3239719842131112,0,0,0,,,
,2025-07-24 03:05:00+00:00,cowrie,ssh,8669ab74933cc3f8,211.196.31.0/24,1,1,1,0,19453.49500608444,19453.49500608444,2.5032583347756456,0,0,0.3169136029568254,0,0,0,,,
,2025-07-17 01:50:00+00:00,cowrie,ssh,caa3fc252aa473d3,178.178.194.0/24,1,1,1,0,785581.6157450676,785581.6157450676,0.0,0,0,0.0068611541411255,0,0,0,,,
,2025-07-24 07:25:00+00:00,cowrie,ssh,fc67cf3b57cd2566,185.77.3.0/24,1,1,1,0,207.2995128631592,207.2995128631592,1.0,0,0,0.2782011457457093,5,1,0,4a751676389d52bc:1,ab0211a97bf1c37e:1,"2025-07-24 09:28:45.078590 | connect | cowrie.session.connect | cmd=New connection: 185.77.3.123:60720 (62.171.177.34:22) [session: 0ed3999258ec]
2025-07-24 09:28:46.539452 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-libssh2_1.11.1
2025-07-24 09:28:46.541378 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: 19532158b559096b89b1a5f7d17175b2"
,2025-06-24 01:30:00+00:00,cowrie,ssh,ce0852eda6016a0b,59.31.133.0/24,137,12,25,0,1.5160923389827503,1.2810189723968506,2.20162877606612,1,1,-0.0328340669584091,0,0,0,,,
,2025-07-01 08:10:00+00:00,cowrie,ssh,7315048f5f30bb66,80.94.95.0/24,5,1,5,0,77.77314620018005,1.0678660869598389,2.824102822931542,0,0,0.2658115185093945,9,5,0,dffad0c4c9635a9b:5,"d3b5ecd9a7246c02:1, 81f191586abedc65:1, caeb2aad0e848dad:1, 8d268ce4423513ae:1, e00c5814f180476d:1","2025-07-01 10:12:27.414509 | connect | cowrie.session.connect | cmd=New connection: 80.94.95.15:31808 (62.171.177.34:22) [session: e293c2bc2e8a]
2025-07-01 10:12:27.418875 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-libssh2_1.9.0
2025-07-01 10:12:27.483654 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: 57446c12547a668110aa237e5965e374"
,2025-07-19 22:10:00+00:00,cowrie,ssh,b6a38b18e9406e8e,170.64.206.0/24,32,23,28,0,9.325319878757,8.471999883651733,2.469034999149624,1,0,0.060177576865571,0,0,0,,,
,2025-07-14 05:00:00+00:00,cowrie,ssh,b49525df168501aa,45.146.130.0/24,5,1,5,0,452.855575799942,1.0147650241851809,3.253181160020404,0,0,0.237654782149452,0,0,0,,,
,2025-07-04 15:35:00+00:00,cowrie,ssh,2c5f95337f53f357,84.35.45.0/24,1,1,1,0,1827243.754091978,1827243.754091978,1.584962500721156,0,1,-0.0533578830792238,0,0,0,,,
,2025-07-18 04:25:00+00:00,cowrie,ssh,8669ab74933cc3f8,211.196.31.0/24,1,1,1,0,362121.9205639362,362121.9205639362,0.0,0,0,0.0935360453792657,0,0,0,,,
,2025-07-10 03:20:00+00:00,cowrie,ssh,d2d6829e7ed19958,75.152.225.0/24,1,1,1,0,256592.970484972,256592.970484972,0.0,0,0,0.1154842966027849,0,0,0,,,
,2025-07-14 14:35:00+00:00,cowrie,ssh,b0ba2c30714469c2,152.42.181.0/24,18,17,13,0,16.802675048510235,15.820242881774902,2.456242608605079,0,0,0.0597844354902841,80,16,0,"4a751676389d52bc:4, 8671ebf56ef7bbb4:1, 6ff7f0395eeaec65:1, dd8b64611c66fe70:1, ba801fca432b7a91:1","3a625526b773df3c:2, 81ce85c5999a43de:2, af77c7f3c575a45b:1, 166521a8b088e25c:1, c5521df11d6aa896:1","2025-07-14 16:35:10.844558 | connect | cowrie.session.connect | cmd=New connection: 152.42.181.18:53432 (62.171.177.34:22) [session: 202868d6ef50]
2025-07-14 16:35:10.847061 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-Go
2025-07-14 16:35:11.085015 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: 0a07365cc01fa9fc82608ba4019af499"
,2025-07-28 15:55:00+00:00,cowrie,ssh,2128015854d17391,14.103.127.0/24,1,1,1,0,1405804.0679209232,1405804.0679209232,2.2516291673878226,0,1,-0.0228104263105266,0,0,0,,,
,2025-07-29 14:10:00+00:00,cowrie,ssh,8dc6283c6c7795a1,139.19.117.0/24,2,1,0,0,400955.9528449774,0.0362958908081054,2.772963274082419,0,1,-0.0067381020730862,8,2,0,4a751676389d52bc:4,,"2025-07-29 16:12:20.497581 | connect | cowrie.session.connect | cmd=New connection: 139.19.117.131:52956 (62.171.177.34:22) [session: 3806ad933c9d]
2025-07-29 16:12:20.499195 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-Go
2025-07-29 16:12:20.521553 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: f1e5e9d24e5e345e8745613bde22d532"
,2025-07-25 10:35:00+00:00,cowrie,ssh,d31de4bd887ff194,103.130.219.0/24,1,1,1,0,31747.060467004776,31747.060467004776,3.0,0,0,0.3155076043492369,0,0,0,,,
,2025-07-24 01:50:00+00:00,cowrie,ssh,e8dd86dce6881d6a,103.140.249.0/24,1,1,1,0,31763.922012090683,31763.922012090683,3.4182958340544896,0,0,0.2976314033192599,0,0,0,,,
,2025-07-24 15:00:00+00:00,cowrie,ssh,eeb445fe7fe55447,213.212.224.0/24,1,1,1,0,2072269.5702700613,2072269.5702700613,3.5465935642949384,0,1,-0.0609319994251027,0,0,0,,,
,2025-07-05 21:25:00+00:00,cowrie,ssh,91f995d127c29b77,5.100.249.0/24,1,1,1,0,1473.123339176178,1473.123339176178,2.807354922057604,0,0,0.3414531576283474,0,0,0,,,
,2025-07-24 04:00:00+00:00,cowrie,ssh,579da29a3bf4378c,45.82.122.0/24,1,1,1,0,31889.555371046063,31889.555371046063,3.75,0,0,0.2651273262157818,0,0,0,,,
,2025-07-26 05:55:00+00:00,cowrie,ssh,75c51b7c4161cf37,64.23.152.0/24,37,25,33,0,8.0994913513596,5.859642028808594,2.470705320167412,1,0,0.0535117201326169,0,0,0,,,
,2025-06-26 03:25:00+00:00,cowrie,ssh,f07e267c8648f67d,187.212.35.0/24,1,1,1,0,252.984060049057,252.984060049057,1.7924812503605778,0,0,0.3219167477575228,0,0,0,,,
,2025-07-18 01:15:00+00:00,cowrie,ssh,dd54460e688af4b3,183.249.1.0/24,1,1,1,0,1502266.2733020782,1502266.2733020782,0.0,0,1,-0.0624523334151387,0,0,0,,,
,2025-07-14 20:40:00+00:00,cowrie,ssh,fc4272d282ab8672,154.221.22.0/24,2,1,2,0,251.5954759120941,250.1927778720856,3.207248889600231,0,0,0.2359570712239405,0,0,0,,,
,2025-07-26 22:10:00+00:00,cowrie,ssh,66069613970a19aa,188.166.7.0/24,48,31,44,0,6.314445788661639,6.051862001419067,2.4197179704705505,1,0,0.033414162932238,0,0,0,,,
,2025-07-07 12:10:00+00:00,cowrie,ssh,1333164145072d4d,117.211.15.0/24,1,1,1,0,28188.986732959747,28188.986732959747,0.0,0,0,0.2021620268392051,0,0,0,,,
,2025-07-30 20:00:00+00:00,cowrie,ssh,04e22d2187371949,180.97.197.0/24,59,1,59,0,5.063930220523123,2.8774662017822266,2.831773638849195,1,0,0.0827186051986175,0,0,0,,,
,2025-06-14 04:50:00+00:00,cowrie,ssh,076ab4c046efbe09,115.190.9.0/24,47,1,47,0,6.489417938475913,2.688910961151123,2.904565451215269,1,0,0.1027229580248882,0,0,0,,,
,2025-06-24 14:00:00+00:00,cowrie,ssh,10ffba65b2f01835,164.90.218.0/24,20,16,17,0,14.52099530696869,13.16404414176941,2.642684298218562,1,0,0.0902718339033317,0,0,0,,,
,2025-07-13 08:45:00+00:00,cowrie,ssh,3d76f81c7eb19f35,116.193.191.0/24,26,22,25,0,12.15758188871237,5.0170440673828125,2.40834012793793,1,0,0.0671382746273761,0,0,0,,,
,2025-07-09 03:00:00+00:00,cowrie,ssh,d2f7d7e320691c9d,194.0.234.0/24,1,1,1,0,1162.6302189826963,1162.6302189826963,2.584962500721156,0,0,0.3408251922977139,0,0,0,,,
,2025-06-30 10:25:00+00:00,cowrie,ssh,6a81fc42fa0d577e,177.36.191.0/24,90,17,67,0,0.7206224939796362,0.6714870929718018,2.2565824592429187,1,1,-0.0038750776791591,0,0,0,,,
,2025-06-10 14:20:00+00:00,cowrie,ssh,e02aadb0f6a0751f,178.250.191.0/24,21,13,18,0,13.562529291425433,2.6597750186920166,2.6461133413383453,1,0,0.093047418433415,0,0,0,,,
,2025-07-24 21:50:00+00:00,cowrie,ssh,ebfeab1a545bc779,103.191.178.0/24,4,1,4,0,81.82938772439957,78.10158896446228,2.62377785777633,0,0,0.2816780920337887,0,0,0,,,
,2025-07-02 04:40:00+00:00,cowrie,ssh,ac39ac0b98df3f72,49.37.34.0/24,1,1,1,0,49926.22056603432,49926.22056603432,2.6416041678685933,0,0,0.2997154142577627,0,0,0,,,
,2025-07-13 19:25:00+00:00,cowrie,ssh,e610ac1313083b2e,58.240.2.0/24,1,1,1,0,1178902.127521038,1178902.127521038,2.9219280948873623,0,0,0.0137444372736317,0,0,0,,,
,2025-06-18 06:15:00+00:00,cowrie,ssh,c4f572eae3ec7c95,217.154.205.0/24,1,1,1,0,320.38404178619385,320.38404178619385,3.584962500721156,0,0,0.3187344000876326,0,0,0,,,
,2025-07-30 18:00:00+00:00,cowrie,ssh,04e22d2187371949,180.97.197.0/24,42,1,42,0,7.163310595921108,3.1931190490722656,2.8731307473998102,1,0,0.1133087135935291,295,59,0,4a751676389d52bc:59,"aa23762d9e6e7dbc:1, 32f8306305795b2b:1, 3107a08098215bdf:1, 4a374f68b4b690de:1, 09750b28e24381e8:1","2025-07-30 20:00:01.374485 | login_fail | cowrie.login.failed | cmd=login attempt [root/inspirepro@123] failed
2025-07-30 20:00:03.007537 | disconnect | cowrie.session.closed | cmd=Connection lost after 3.6 seconds
2025-07-30 20:00:03.309061 | connect | cowrie.session.connect | cmd=New connection: 180.97.197.130:42228 (62.171.177.34:22) [session: 81d2291188e9]"
,2025-08-02 22:20:00+00:00,cowrie,ssh,7e712856059db826,91.237.163.0/24,36,27,27,0,8.286573443147871,8.095335960388184,2.549622230078937,1,0,0.0447119967159216,0,0,0,,,
,2025-07-27 04:25:00+00:00,cowrie,ssh,9ca696a78031e075,60.199.224.0/24,3,1,3,0,80.22951594988506,77.08651399612427,2.4449875002403854,0,0,0.27107517459058,0,0,0,,,
,2025-06-30 06:55:00+00:00,cowrie,ssh,c42e88d0478f5e4c,45.151.62.0/24,65,1,65,0,4.643249089901264,3.331232070922852,3.154779574927252,1,0,0.0713838152215352,328,66,0,4a751676389d52bc:66,"24eff353c21c3442:1, f98053d93b44963d:1, 110e41153eaab87a:1, 3cdfcf6a8f1d9870:1, 076876b7c246cffd:1","2025-06-30 08:55:00.959076 | login_fail | cowrie.login.failed | cmd=login attempt [root/f298f193ff1] failed
2025-06-30 08:55:02.324842 | disconnect | cowrie.session.closed | cmd=Connection lost after 6.0 seconds
2025-06-30 08:55:02.391379 | connect | cowrie.session.connect | cmd=New connection: 45.151.62.65:42156 (62.171.177.34:22) [session: 8bf5b00e3074]"
,2025-06-25 04:15:00+00:00,cowrie,ssh,57e0bee5bf9d948f,40.82.214.0/24,1,1,1,0,299.7506949901581,299.7506949901581,2.75,0,0,0.3472804334878009,5,1,0,580a4e3fdf0b4eff:1,829a9767137199d4:1,"2025-06-25 06:18:31.206867 | connect | cowrie.session.connect | cmd=New connection: 40.82.214.8:33292 (62.171.177.34:22) [session: b9f003d6be26]
2025-06-25 06:18:31.208678 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-libssh_0.11.1
2025-06-25 06:18:31.476637 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: 03a80b21afa810682a776a7d42e5e6fb"
,2025-06-30 06:20:00+00:00,cowrie,ssh,c42e88d0478f5e4c,45.151.62.0/24,67,1,67,0,4.428133042890634,3.2085208892822266,2.9367899810707816,1,0,0.07277272331156,332,66,0,4a751676389d52bc:66,"216d528b11069b08:1, da45affc0f7d5530:1, b1337d6e37dc8072:1, 5961cec44bbcc2ca:1, 6c91cbccf7ae9f09:1","2025-06-30 08:20:00.160457 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-Go
2025-06-30 08:20:00.164425 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: 98f63c4d9c87edbd97ed4747fa031019
2025-06-30 08:20:02.595742 | login_fail | cowrie.login.failed | cmd=login attempt [root/cic!23456789] failed"
,2025-07-17 02:45:00+00:00,cowrie,ssh,d4715da2471e4b0f,201.186.40.0/24,4,1,4,0,92.53414273262024,90.21701908111572,2.499629296281366,0,0,0.2707803014201985,0,0,0,,,
,2025-07-10 09:35:00+00:00,cowrie,ssh,0ad1fc123d7983fe,203.193.147.0/24,1,1,1,0,52660.985965013504,52660.985965013504,0.0,0,0,0.1864621813412945,0,0,0,,,
,2025-06-30 12:10:00+00:00,cowrie,ssh,68bc8eae8e2b3af5,45.132.1.0/24,12,11,12,0,26.94824508825938,0.8987250328063965,2.13236605864933,0,0,0.1162301892449272,0,0,0,,,
,2025-06-14 21:00:00+00:00,cowrie,ssh,faf41165074b964e,220.243.137.0/24,63,3,63,0,2.7300254125443715,2.3014400005340576,0.8147633555944833,1,0,0.0113998940045227,0,0,0,,,
,2025-06-30 16:00:00+00:00,cowrie,ssh,c42e88d0478f5e4c,45.151.62.0/24,36,1,36,0,8.380622863769531,5.762984991073608,2.601216907312233,1,0,0.1136520701643974,0,0,0,,,
,2025-07-01 19:50:00+00:00,cowrie,ssh,7024ee20391a546c,160.251.182.0/24,1,1,1,0,269.416335105896,269.416335105896,1.061278124459133,0,0,0.2878745792616494,0,0,0,,,
,2025-07-20 20:25:00+00:00,cowrie,ssh,423ac948f7416348,92.118.39.0/24,1,1,1,0,2281.410864830017,2281.410864830017,2.94770277922009,0,0,0.3419207152619768,0,0,0,,,
,2025-06-28 23:25:00+00:00,cowrie,ssh,caa3fc252aa473d3,178.178.194.0/24,1,1,1,0,15593.47284412384,15593.47284412384,2.25,0,0,0.3117022857059139,0,0,0,,,
,2025-06-24 12:20:00+00:00,cowrie,ssh,42092bdc8054b90e,194.0.234.0/24,1,1,1,0,2487.470196962357,2487.470196962357,3.0957952550009344,0,0,0.3384561832012023,5,1,0,8a765acc1ca3dc22:1,f04a9682912fe69c:1,"2025-06-24 14:23:43.148835 | connect | cowrie.session.connect | cmd=New connection: 194.0.234.199:44332 (62.171.177.34:22) [session: 434b7e033455]
2025-06-24 14:23:43.150436 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-Go
2025-06-24 14:23:43.186265 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: 16443846184eafde36765c9bab2f4397"
,2025-06-18 00:35:00+00:00,cowrie,ssh,b9b08c02fb7c8e25,59.56.73.0/24,21,1,21,0,13.773780198324294,1.2474219799041748,3.042121661138845,1,0,0.1467097113288238,25,21,0,4a751676389d52bc:21,"a1ae70148f43f956:1, 13ca381ba2a55074:1, 6da99a5ff2ceae1c:1, 4ec531beb110be98:1, 0ddd4e1f31275cd5:1","2025-06-18 02:36:51.894128 | connect | cowrie.session.connect | cmd=New connection: 59.56.73.141:53264 (62.171.177.34:22) [session: 3a6d8a79c23a]
2025-06-18 02:36:51.896168 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-OpenSSH_7.4
2025-06-18 02:36:52.149242 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: 14b2ddda386a4d1006108ccd231b42fc"
,2025-06-18 02:35:00+00:00,cowrie,ssh,864adb9cbcff5f02,78.159.131.0/24,38,1,38,0,7.904920603099622,5.433820962905884,3.051174429648168,1,0,0.1080006700538498,195,39,0,4a751676389d52bc:39,"538d722ed0f2d5c0:1, ed35dbe3b9c67b46:1, 9a597189720cd94f:1, fc6f5de6bcce8d74:1, df705e9cfb6f0fab:1","2025-06-18 04:35:00.533742 | login_fail | cowrie.login.failed | cmd=login attempt [root/JCss%6!8] failed
2025-06-18 04:35:03.948705 | disconnect | cowrie.session.closed | cmd=Connection lost after 14.4 seconds
2025-06-18 04:35:04.246764 | connect | cowrie.session.connect | cmd=New connection: 78.159.131.11:45140 (62.171.177.34:22) [session: 6cfc71d1088c]"
,2025-07-18 00:05:00+00:00,cowrie,ssh,1af314af75a975d5,37.59.64.0/24,306,163,210,0,0.9810713007559184,0.5228509902954102,2.613329364552833,1,1,-0.0219405161241238,0,0,0,,,
,2025-08-01 22:40:00+00:00,cowrie,ssh,93ee592080cfe7bb,80.94.95.0/24,1,1,1,0,480.5362091064453,480.5362091064453,0.0,0,0,0.2377655565371579,0,0,0,,,
,2025-07-27 05:15:00+00:00,cowrie,ssh,6ae5863bd698c62f,164.90.194.0/24,25,17,21,0,12.095088443756104,9.48189091682434,2.551344642690242,1,0,0.0903306283235141,0,0,0,,,
,2025-06-18 01:20:00+00:00,cowrie,ssh,76e70ed288444a07,139.178.98.0/24,30,2,16,0,1.0458544122761693,1.022571086883545,2.362230881142938,1,0,0.0499257533686692,0,0,0,,,
,2025-07-23 00:35:00+00:00,cowrie,ssh,992ea563ae8b00db,170.64.207.0/24,30,22,26,0,9.970190262794494,9.30996298789978,2.4047035183135512,1,0,0.0575063958555787,0,0,0,,,
,2025-07-16 22:10:00+00:00,cowrie,ssh,cfa1eb5bcc22e935,80.94.95.0/24,1,1,1,0,5999.681213855743,5999.681213855743,3.169925001442312,0,0,0.3295902912583687,0,0,0,,,
,2025-07-21 10:40:00+00:00,cowrie,ssh,e39595777ef95f86,207.148.134.0/24,21,1,21,0,14.08965810139974,9.202741146087646,2.847184194501213,1,0,0.1517358777977369,95,19,0,4a751676389d52bc:19,"5759dd896fd76cce:1, 4192535c447466f7:1, b39d6efb8517dc4d:1, 8048bae1225a024e:1, 13edb5195cb88c4a:1","2025-07-21 12:40:07.041462 | login_fail | cowrie.login.failed | cmd=login attempt [root/1234@1234] failed
2025-07-21 12:40:09.521625 | disconnect | cowrie.session.closed | cmd=Connection lost after 15.4 seconds
2025-07-21 12:40:10.067570 | connect | cowrie.session.connect | cmd=New connection: 207.148.134.251:58650 (62.171.177.34:22) [session: ef650289e20a]"
,2025-07-19 13:05:00+00:00,cowrie,ssh,362848785362b66d,81.192.46.0/24,4,1,4,0,71.21702474355698,69.36743879318237,3.050331711708621,0,0,0.2778675504172597,0,0,0,,,
,2025-06-13 18:55:00+00:00,cowrie,ssh,768bd77cf1d05054,171.251.23.0/24,1,1,1,0,117.10505509376526,117.10505509376526,2.0,0,0,0.3287898948551959,0,0,0,,,
,2025-06-18 09:05:00+00:00,cowrie,ssh,29b541e004b6144e,43.100.107.0/24,51,1,51,0,5.921485844780417,4.876996040344238,2.9745690280282404,1,0,0.0951759814270213,258,52,0,4a751676389d52bc:52,"a264711bfcbce05b:1, f5764837345c0162:1, ce0c535d8ed52784:1, 6b9eeecb278d2002:1, f011955fbd9f8018:1","2025-06-18 11:05:01.574226 | login_fail | cowrie.login.failed | cmd=login attempt [root/ASDzxc123456] failed
2025-06-18 11:05:03.385387 | disconnect | cowrie.session.closed | cmd=Connection lost after 5.7 seconds
2025-06-18 11:05:03.900904 | connect | cowrie.session.connect | cmd=New connection: 43.100.107.68:56702 (62.171.177.34:22) [session: ed56099e5543]"
,2025-06-17 14:50:00+00:00,cowrie,ssh,a0133477bba6218d,194.0.234.0/24,1,1,1,0,2681.984407901764,2681.984407901764,3.238901256602631,0,0,0.334336929128149,0,0,0,,,
=======
,2025-06-20 10:50:00+00:00,cowrie,ssh,739f562ded2721bd,45.142.44.0/24,22,17,17,0,13.640771681612188,11.31916880607605,2.7088757136116968,1,0,0.0653550269946204,0,0,0,,,
,2025-06-16 17:50:00+00:00,cowrie,ssh,ad4326bf727179de,47.239.170.0/24,26,21,25,0,12.066168996003958,1.741405963897705,2.442018877000687,1,0,0.0853609595720334,0,0,0,,,
,2025-06-10 22:30:00+00:00,cowrie,ssh,eaf46041cd3083ad,194.50.16.0/24,254,16,122,0,42.65817718055305,0.0535500049591064,2.401743869809969,1,1,-0.0263718769042227,0,0,0,,,
,2025-06-18 01:05:00+00:00,cowrie,ssh,e9c25df625878fbc,212.132.96.0/24,41,26,37,0,7.370901753262776,7.167633056640625,2.495796873852293,1,0,0.0791529704883178,0,0,0,,,
,2025-06-16 18:00:00+00:00,cowrie,ssh,7ce18b2d87b2130a,134.199.166.0/24,59,38,51,0,5.0556322881730935,4.384557008743286,2.5593290394957453,1,0,0.0675586758575126,0,0,0,,,
,2025-06-17 19:55:00+00:00,cowrie,ssh,b9b08c02fb7c8e25,59.56.73.0/24,21,1,21,0,13.994135856628418,1.273831129074097,3.0711836702178257,1,0,0.1374996163305809,25,21,0,4a751676389d52bc:21,"9bd69434a9f7a379:1, 9cac462097f0c81b:1, 3128925f742b20cb:1, aad06ba46cb54360:1, cd1a0f10123c2599:1","2025-06-17 21:59:11.602085 | connect | cowrie.session.connect | cmd=New connection: 59.56.73.141:42094 (62.171.177.34:22) [session: 7f9700411a4c]
2025-06-17 21:59:11.604647 | other | cowrie.client.version | cmd=Remote SSH version: SSH-2.0-OpenSSH_7.4
2025-06-17 21:59:11.854465 | other | cowrie.client.kex | cmd=SSH client hassh fingerprint: 14b2ddda386a4d1006108ccd231b42fc"
,2025-06-15 17:45:00+00:00,cowrie,ssh,aab71800c38b32bc,147.182.205.0/24,48,35,37,0,6.244335333506267,5.982095003128052,2.4992804427895785,1,0,0.0607047220010553,0,0,0,,,
,2025-06-14 20:35:00+00:00,cowrie,ssh,4fbaaa9bb57eddd3,196.251.80.0/24,4,2,4,0,44.85203397274017,26.97522282600403,2.623370565929374,0,0,0.1655909350170485,0,0,0,,,
,2025-06-17 18:35:00+00:00,cowrie,ssh,864adb9cbcff5f02,78.159.131.0/24,30,1,30,0,10.157050267855327,7.181587219238281,2.87213175641812,1,0,0.1461983052457698,155,31,0,4a751676389d52bc:31,"de84461a7317c540:1, 661e602f12355fd8:1, d096fe4fcc47cbb4:1, 9f1025be2703a0b9:1, a77653e5fabb6699:1","2025-06-17 20:35:03.213746 | login_fail | cowrie.login.failed | cmd=login attempt [root/895623] failed
2025-06-17 20:35:05.394988 | disconnect | cowrie.session.closed | cmd=Connection lost after 7.5 seconds
2025-06-17 20:35:05.616216 | connect | cowrie.session.connect | cmd=New connection: 78.159.131.11:56928 (62.171.177.34:22) [session: 92b759533ac3]"
,2025-06-14 12:35:00+00:00,cowrie,ssh,c37dbe07bb31146a,170.64.199.0/24,66,37,61,0,4.53521627368349,3.7979369163513184,2.46418473547966,1,0,0.047151030533729,0,0,0,,,
,2025-06-17 23:15:00+00:00,cowrie,ssh,b9db28b8e090bd4f,14.103.112.0/24,2,2,2,0,145.06325697898865,143.82290601730347,2.835964047443681,0,0,0.2376720297129106,0,0,0,,,
