label,window_start,source,service,src_ip_hash,src_ip_masked,attempts,unique_users,unique_passwords,success_count,mean_interarrival_s,min_interarrival_s,pass_entropy_mean,baseline_alert,if_pred,if_score
,2025-07-30 18:00:00+00:00,cowrie,ssh,04e22d2187371949,180.97.197.0/24,42,1,42,0,7.163310595921108,3.1931190490722656,2.8731307473998102,1,0,0.11330871359352912
,2025-08-02 22:20:00+00:00,cowrie,ssh,7e712856059db826,91.237.163.0/24,36,27,27,0,8.286573443147871,8.095335960388184,2.549622230078937,1,0,0.04471199671592163
,2025-07-27 04:25:00+00:00,cowrie,ssh,9ca696a78031e075,60.199.224.0/24,3,1,3,0,80.22951594988506,77.08651399612427,2.4449875002403854,0,0,0.27107517459058
,2025-06-30 06:55:00+00:00,cowrie,ssh,c42e88d0478f5e4c,45.151.62.0/24,65,1,65,0,4.643249089901264,3.3312320709228516,3.154779574927252,1,0,0.07138381522153525
,2025-06-25 04:15:00+00:00,cowrie,ssh,57e0bee5bf9d948f,40.82.214.0/24,1,1,1,0,299.7506949901581,299.7506949901581,2.75,0,0,0.34728043348780097
,2025-06-30 06:20:00+00:00,cowrie,ssh,c42e88d0478f5e4c,45.151.62.0/24,67,1,67,0,4.428133042890634,3.2085208892822266,2.9367899810707816,1,0,0.07277272331156004
,2025-07-17 02:45:00+00:00,cowrie,ssh,d4715da2471e4b0f,201.186.40.0/24,4,1,4,0,92.53414273262024,90.21701908111572,2.499629296281366,0,0,0.2707803014201985
,2025-07-10 09:35:00+00:00,cowrie,ssh,0ad1fc123d7983fe,203.193.147.0/24,1,1,1,0,52660.985965013504,52660.985965013504,0.0,0,0,0.18646218134129455
,2025-06-30 12:10:00+00:00,cowrie,ssh,68bc8eae8e2b3af5,45.132.1.0/24,12,11,12,0,26.94824508825938,0.8987250328063965,2.13236605864933,0,0,0.11623018924492723
,2025-06-14 21:00:00+00:00,cowrie,ssh,faf41165074b964e,220.243.137.0/24,63,3,63,0,2.7300254125443715,2.3014400005340576,0.8147633555944833,1,0,0.011399894004522793
,2025-06-30 16:00:00+00:00,cowrie,ssh,c42e88d0478f5e4c,45.151.62.0/24,36,1,36,0,8.380622863769531,5.762984991073608,2.601216907312233,1,0,0.11365207016439749
,2025-07-01 19:50:00+00:00,cowrie,ssh,7024ee20391a546c,160.251.182.0/24,1,1,1,0,269.416335105896,269.416335105896,1.061278124459133,0,0,0.2878745792616494
,2025-07-20 20:25:00+00:00,cowrie,ssh,423ac948f7416348,92.118.39.0/24,1,1,1,0,2281.410864830017,2281.410864830017,2.94770277922009,0,0,0.3419207152619768
,2025-06-28 23:25:00+00:00,cowrie,ssh,caa3fc252aa473d3,178.178.194.0/24,1,1,1,0,15593.47284412384,15593.47284412384,2.25,0,0,0.3117022857059139
,2025-06-24 12:20:00+00:00,cowrie,ssh,42092bdc8054b90e,194.0.234.0/24,1,1,1,0,2487.4701969623566,2487.4701969623566,3.0957952550009344,0,0,0.33845618320120235
,2025-06-18 00:35:00+00:00,cowrie,ssh,b9b08c02fb7c8e25,59.56.73.0/24,21,1,21,0,13.773780198324294,1.2474219799041748,3.042121661138845,1,0,0.14670971132882382
,2025-06-18 02:35:00+00:00,cowrie,ssh,864adb9cbcff5f02,78.159.131.0/24,38,1,38,0,7.904920603099622,5.433820962905884,3.0511744296481678,1,0,0.10800067005384983
,2025-07-18 00:05:00+00:00,cowrie,ssh,1af314af75a975d5,37.59.64.0/24,306,163,210,0,0.9810713007559184,0.5228509902954102,2.6133293645528335,1,1,-0.021940516124123843
,2025-08-01 22:40:00+00:00,cowrie,ssh,93ee592080cfe7bb,80.94.95.0/24,1,1,1,0,480.5362091064453,480.5362091064453,0.0,0,0,0.23776555653715797
,2025-07-27 05:15:00+00:00,cowrie,ssh,6ae5863bd698c62f,164.90.194.0/24,25,17,21,0,12.095088443756104,9.48189091682434,2.5513446426902426,1,0,0.09033062832351413
,2025-06-18 01:20:00+00:00,cowrie,ssh,76e70ed288444a07,139.178.98.0/24,30,2,16,0,1.0458544122761693,1.022571086883545,2.362230881142938,1,0,0.04992575336866922
,2025-07-23 00:35:00+00:00,cowrie,ssh,992ea563ae8b00db,170.64.207.0/24,30,22,26,0,9.970190262794494,9.30996298789978,2.4047035183135512,1,0,0.05750639585557871
,2025-07-16 22:10:00+00:00,cowrie,ssh,cfa1eb5bcc22e935,80.94.95.0/24,1,1,1,0,5999.681213855743,5999.681213855743,3.169925001442312,0,0,0.32959029125836875
,2025-07-21 10:40:00+00:00,cowrie,ssh,e39595777ef95f86,207.148.134.0/24,21,1,21,0,14.08965810139974,9.202741146087646,2.847184194501213,1,0,0.1517358777977369
,2025-07-19 13:05:00+00:00,cowrie,ssh,362848785362b66d,81.192.46.0/24,4,1,4,0,71.21702474355698,69.36743879318237,3.050331711708621,0,0,0.27786755041725975
,2025-06-13 18:55:00+00:00,cowrie,ssh,768bd77cf1d05054,171.251.23.0/24,1,1,1,0,117.10505509376526,117.10505509376526,2.0,0,0,0.32878989485519594
,2025-06-18 09:05:00+00:00,cowrie,ssh,29b541e004b6144e,43.100.107.0/24,51,1,51,0,5.921485844780417,4.876996040344238,2.9745690280282404,1,0,0.09517598142702133
,2025-06-17 14:50:00+00:00,cowrie,ssh,a0133477bba6218d,194.0.234.0/24,1,1,1,0,2681.984407901764,2681.984407901764,3.238901256602631,0,0,0.33433692912814905
