attempts_ge,unique_users_ge,unique_passwords_ge,max_mean_interarrival_s,sample_precision,sample_recall,sample_f1,sample_tp,sample_fp,sample_fn,alerts_full_count,alerts_full_rate,label_text
20,10,15,1.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3972,0.03852159323447547,a20_u10_p15_mi1.0
20,15,5,-1.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3959,0.03839551551240896,a20_u15_p5_mioff
20,15,5,2.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3986,0.03865736924285479,a20_u15_p5_mi2.0
20,15,5,1.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3986,0.03865736924285479,a20_u15_p5_mi1.0
20,15,10,-1.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3959,0.03839551551240896,a20_u15_p10_mioff
20,15,10,2.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3986,0.03865736924285479,a20_u15_p10_mi2.0
20,15,10,1.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3986,0.03865736924285479,a20_u15_p10_mi1.0
20,15,15,-1.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3944,0.03825004121771683,a20_u15_p15_mioff
20,15,15,2.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3971,0.03851189494816266,a20_u15_p15_mi2.0
20,15,15,1.0,1.0,0.8421052631578947,0.9142857142857143,32,0,6,3971,0.03851189494816266,a20_u15_p15_mi1.0
30,5,5,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2490,0.02414873291889323,a30_u5_p5_mioff
30,5,5,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u5_p5_mi2.0
30,5,5,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u5_p5_mi1.0
30,5,10,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2490,0.02414873291889323,a30_u5_p10_mioff
30,5,10,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u5_p10_mi2.0
30,5,10,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u5_p10_mi1.0
30,5,15,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2489,0.024139034632580422,a30_u5_p15_mioff
30,5,15,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2490,0.02414873291889323,a30_u5_p15_mi2.0
30,5,15,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2490,0.02414873291889323,a30_u5_p15_mi1.0
30,10,5,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2490,0.02414873291889323,a30_u10_p5_mioff
30,10,5,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u10_p5_mi2.0
30,10,5,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u10_p5_mi1.0
30,10,10,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2490,0.02414873291889323,a30_u10_p10_mioff
30,10,10,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u10_p10_mi2.0
30,10,10,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u10_p10_mi1.0
30,10,15,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2478,0.024032353483139528,a30_u10_p15_mioff
30,10,15,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2479,0.024042051769452337,a30_u10_p15_mi2.0
30,10,15,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2479,0.024042051769452337,a30_u10_p15_mi1.0
30,15,5,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2490,0.02414873291889323,a30_u15_p5_mioff
30,15,5,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u15_p5_mi2.0
30,15,5,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u15_p5_mi1.0
30,15,10,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2490,0.02414873291889323,a30_u15_p10_mioff
30,15,10,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u15_p10_mi2.0
30,15,10,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2491,0.02415843120520604,a30_u15_p10_mi1.0
30,15,15,-1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2478,0.024032353483139528,a30_u15_p15_mioff
30,15,15,2.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2479,0.024042051769452337,a30_u15_p15_mi2.0
30,15,15,1.0,1.0,0.6052631578947368,0.7540983606557378,23,0,15,2479,0.024042051769452337,a30_u15_p15_mi1.0
