attempts_ge,unique_users_ge,unique_passwords_ge,max_mean_interarrival_s,sample_precision,sample_recall,sample_f1,sample_tp,sample_fp,sample_fn,alerts_full_count,alerts_full_rate,label_text
30,5,10,1.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u5_p10_mi1.0
30,5,15,-1.000000,1.000000,0.605263,0.754098,23,0,15,2489,0.024139,a30_u5_p15_mioff
30,5,15,2.000000,1.000000,0.605263,0.754098,23,0,15,2490,0.024149,a30_u5_p15_mi2.0
30,5,15,1.000000,1.000000,0.605263,0.754098,23,0,15,2490,0.024149,a30_u5_p15_mi1.0
30,10,5,-1.000000,1.000000,0.605263,0.754098,23,0,15,2490,0.024149,a30_u10_p5_mioff
30,10,5,2.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u10_p5_mi2.0
30,10,5,1.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u10_p5_mi1.0
30,10,10,-1.000000,1.000000,0.605263,0.754098,23,0,15,2490,0.024149,a30_u10_p10_mioff
30,10,10,2.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u10_p10_mi2.0
30,10,10,1.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u10_p10_mi1.0
30,10,15,-1.000000,1.000000,0.605263,0.754098,23,0,15,2478,0.024032,a30_u10_p15_mioff
30,10,15,2.000000,1.000000,0.605263,0.754098,23,0,15,2479,0.024042,a30_u10_p15_mi2.0
30,10,15,1.000000,1.000000,0.605263,0.754098,23,0,15,2479,0.024042,a30_u10_p15_mi1.0
30,15,5,-1.000000,1.000000,0.605263,0.754098,23,0,15,2490,0.024149,a30_u15_p5_mioff
30,15,5,2.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u15_p5_mi2.0
30,15,5,1.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u15_p5_mi1.0
30,15,10,-1.000000,1.000000,0.605263,0.754098,23,0,15,2490,0.024149,a30_u15_p10_mioff
30,15,10,2.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u15_p10_mi2.0
30,15,10,1.000000,1.000000,0.605263,0.754098,23,0,15,2491,0.024158,a30_u15_p10_mi1.0
30,15,15,-1.000000,1.000000,0.605263,0.754098,23,0,15,2478,0.024032,a30_u15_p15_mioff
30,15,15,2.000000,1.000000,0.605263,0.754098,23,0,15,2479,0.024042,a30_u15_p15_mi2.0
30,15,15,1.000000,1.000000,0.605263,0.754098,23,0,15,2479,0.024042,a30_u15_p15_mi1.0
